Type of Scam,Phone Number,Clean Digits,WhatsApp,Alt Numbers,Company Impersonated,Date Detected (PST),Source URL,Platform,Country,Snippet,Status
"Tech Support & Refund Phishing","1 (716) 790-5199","7167905199","No","","Tech Support Refund Center","2026-09-23","https://techscammersunited.com/t/american-consumer-law-group-scammer-716-790-5199/42255","Tech Support United","United States","Active threat documented on Tech Support United: American Consumer Law Group Scammer - (716) 790-5199","Active Line"
"PayPal Text Scam / Refund Phishing","1 (845) 300-7956","8453007956","No","","PayPal","2026-09-23","https://techscammersunited.com/t/paypal-scam-email-845-300-7956/42256","Tech Support United","United States","Active threat documented on Tech Support United: PayPal Scam Email (845) 300-7956","Active Line"
"PayPal Text Scam / Refund Phishing","1 (828) 242-3408","8282423408","No","","PayPal","2026-09-23","https://techscammersunited.com/t/paypal-casino-fake-charge-828-242-3408/42262","Tech Support United","United States","Active threat documented on Tech Support United: PayPal ""casino"" fake charge 828-242-3408","Active Line"
"Tech Support & Refund Phishing","1 (813) 495-6490","8134956490","No","","Tech Support Refund Center","2026-09-23","https://techscammersunited.com/t/csam-scam-message-813-495-6490/42259","Tech Support United","United States","Active threat documented on Tech Support United: CSAM scam message 813-495-6490","Active Line"
"PayPal Text Scam / Refund Phishing","1 (802) 547-4431","8025474431","No","","PayPal","2026-09-23","https://techscammersunited.com/t/paypal-refund-scammer-802-547-4431/42263","Tech Support United","United States","Active threat documented on Tech Support United: PayPal Refund Scammer - (802) 547-4431","Active Line"
"Tech Support & Refund Phishing","1 (843) 301-5549","8433015549","No","","Tech Support Refund Center","2026-09-23","https://techscammersunited.com/t/geeksquad-refund-scammer-843-301-5549/42260","Tech Support United","United States","Active threat documented on Tech Support United: GeekSquad Refund Scammer - (843) 301-5549","Active Line"
"Tech Support & Refund Phishing","1 (830) 743-6185","8307436185","No","","McAfee Antivirus","2026-09-23","https://techscammersunited.com/t/fake-mcafee-618-invoice-phishing-sms-scam-830-743-6185/42266","Tech Support United","United States","Active threat documented on Tech Support United: Fake McAfee $618 Invoice Phishing SMS Scam 830-743-6185","Active Line"
"Tech Support & Refund Phishing","1 (920) 633-9683","9206339683","No","","Tech Support Refund Center","2026-09-23","https://techscammersunited.com/t/credit-card-services-scammer-920-633-9683/42267","Tech Support United","United States","Active threat documented on Tech Support United: Credit Card Services Scammer - (920) 633-9683","Active Line"
"Tech Support & Refund Phishing","1 (830) 743-3648","8307433648","No","","Tech Support Refund Center","2026-09-23","https://techscammersunited.com/t/geeksquad-refund-scammer-830-743-3648-and-813-595-4799/42265","Tech Support United","United States","Active threat documented on Tech Support United: GeekSquad Refund Scammer - (830) 743-3648 and (813) 595-4799","Active Line"
"Tech Support & Refund Phishing","1 (843) 301-9544","8433019544","No","","Microsoft Windows Support","2026-09-23","https://techscammersunited.com/t/norton-and-a-windows-defender-email-scams-843-301-9544/42269","Tech Support United","United States","Active threat documented on Tech Support United: Norton and a windows Defender email scams (843) 301-9544","Active Line"
"Apple Security & Invoice Phishing","1 (843) 818-9137","8438189137","No","","Apple Support","2026-09-23","https://techscammersunited.com/t/apple-support-scam-843-818-9137/42270","Tech Support United","United States","Active threat documented on Tech Support United: Apple Support Scam 843-818-9137","Active Line"
"Tech Support & Refund Phishing","1 (805) 661-8076","8056618076","No","","PayPal","2026-09-23","https://techscammersunited.com/t/refund-scam-through-facebook-805-661-8076/42271","Tech Support United","United States","Active threat documented on Tech Support United: Answering as PayPal - Refund scam through Facebook link 805-661-8076","Active Line"
"PayPal Text Scam / Refund Phishing","1 (805) 215-2870","8052152870","No","","PayPal","2026-09-23","https://techscammersunited.com/t/paypal-text-scam-805-215-2870/42272","Tech Support United","United States","Active threat documented on Tech Support United: Paypal Text Scam (805) 215-2870","Active Line"
"Traditional Healer / Love Binding Fraud","+27 63 582 9410","27635829410","Yes","","Citibank Fraud Prevention","2026-09-23","https://www.facebook.com/permalink.php?story_fbid=pfbid02xY5z9v8m7n6b5v4c3x2z1&id=10008976543210","Facebook","South Africa","The account is soliciting victims by promising guaranteed results for 'lost lover' return and binding spells. The post directs interested individuals to initiate contact via WhatsApp to discuss ritual fees and spiritual cleansing services.","Active Line"
"Advance-Fee Crypto Recovery Fraud","+234 903 552 8194","2349035528194","Yes","","Citibank Fraud Prevention","2026-09-23","https://www.facebook.com/groups/108392048293048/posts/928374651029384/","Facebook","Nigeria","The threat actor is soliciting victims of previous cryptocurrency scams by promising to reverse blockchain transactions through a private WhatsApp channel. This is a classic advance-fee fraud scheme where the perpetrator demands an upfront payment to 'unlock' or 'recover' lost assets, which will never be returned.","Active Line"
"Spiritual/Financial Fraud","+234 816 492 0381","2348164920381","Yes","","Meta Support","2026-09-23","http://example-guestbook-site.com/guestbook/view.php?id=99281","Guestbooks","Nigeria","The spam bot injected a fraudulent testimonial into a public guestbook, claiming the user achieved instant financial success through a 'spiritual spell.' It directs victims to contact a WhatsApp number to initiate a conversation that typically leads to advance-fee fraud or extortion.","Active Line"
"Traditional Healer / Spiritual Cleansing Fraud","+254 792 445 812","254792445812","Yes","","Meta Support","2026-09-23","https://www.facebook.com/permalink.php?story_fbid=pfbid029384756&id=1000837465","Facebook","Kenya","This account offers spiritual cleansing and financial breakthrough rituals, promising to remove bad luck and attract wealth. The operator uses a WhatsApp-based funnel to solicit payments for 'cleansing materials' before ghosting the victim.","Active Line"
"Traditional Healer / Love Binding Fraud","+27 63 584 9210","27635849210","Yes","","Meta Support","2026-09-23","https://www.facebook.com/groups/1029384756/posts/982736451/","Facebook","South Africa","The post promotes 'guaranteed' love binding spells and ex-partner return services, claiming to solve complex relationship issues through ancestral intervention. It directs potential victims to initiate contact via WhatsApp to discuss ritual requirements and consultation fees.","Active Line"
"Spiritualist/Spellcaster Fraud","+254 792 441 029","254792441029","Yes","","Meta Support","2026-09-23","https://www.instagram.com/p/C_9xYzAJkL2/","Instagram","Kenya","This post features a testimonial-style promotion for 'lost love' recovery services. The scammer directs potential victims to WhatsApp for a private consultation, promising guaranteed results for a consultation fee of KSh 2,500.","Active Line"
"Traditional Healer/Spiritualist Fraud","+254 792 441 883","254792441883","Yes","","Meta Support","2026-09-23","https://www.facebook.com/groups/1234567890/posts/9876543210/","Facebook","Kenya","This account claims to offer spiritual cleansing and protection against bad luck or witchcraft. The operator requests a consultation fee of KSh 2,500 to be sent via mobile money before providing further 'spiritual guidance' over WhatsApp.","Active Line"
"Spiritualist/Binding Spell Fraud","+27 63 582 9415","27635829415","Yes","","Meta Support","2026-09-23","https://www.facebook.com/permalink.php?story_fbid=pfbid02xY5z9kL8mN4pQ1rS3tV5w&id=61565432109876","Facebook","South Africa","The post promotes 'guaranteed' love binding spells and promises to return lost lovers within 24 hours using ancestral powers. It directs potential victims to initiate contact via WhatsApp to discuss ritual requirements and consultation fees.","Active Line"
"Tech Support & Refund Phishing","1 (816) 255-8505","8162558505","No","","Tech Support Refund Center","2026-09-23","https://techscammersunited.com/t/geek-email-scam-816-255-8505/42167","Tech Support United","United States","Active threat documented on Tech Support United: Geek Email Scam (816) 255-8505","Active Line"
"PCH Sweepstakes Claim Impostor","1 (850) 980-0088","8509800088","No","","Publishers Clearing House","2026-09-23","https://techscammersunited.com/t/unclaimed-department-mega-millions-pch-850-980-0088-240-680-1949/42168","Tech Support United","United States","Active threat documented on Tech Support United: Unclaimed Department/Mega Millions/PCH - (850) 980-0088/ (240) 680-1949","Active Line"
"Tech Support & Refund Phishing","1 (202) 892-1982","2028921982","No","","Tech Support Refund Center","2026-09-23","https://techscammersunited.com/t/lotto-scammers-202-892-1982/42171","Tech Support United","United States","Active threat documented on Tech Support United:  Lotto Scammers - ‪(202) 892-1982‬","Active Line"
"Tech Support & Refund Phishing","1 (608) 703-1205","16087031205","Yes","","Meta Support","2026-09-23","https://techscammersunited.com/t/recovery-scammer-whatsapp-the-anti-scam-1-608-703-1205/42174","Tech Support United","United States","Active threat documented on Tech Support United: Recovery scammer whatsapp - ""The Anti-Scam"" +1 (608) 703-1205","Active Line"
"PayPal Text Scam / Refund Phishing","1 (803) 369-2050","8033692050","No","","PayPal","2026-09-23","https://techscammersunited.com/t/paypal-scam-p-text-803-369-2050/42176","Tech Support United","United States","Active threat documented on Tech Support United: PayPal Scam P-Text (803) 369-2050","Active Line"
"Tech Support & Refund Phishing","1 (856) 353-8390","8563538390","No","","Tech Support Refund Center","2026-09-23","https://techscammersunited.com/t/999-eth-charge-refund-scam-856-353-8390/42184","Tech Support United","United States","Active threat documented on Tech Support United: $999 ETH Charge Refund Scam 856-353-8390","Active Line"
"Tech Support & Refund Phishing","1 (805) 240-6552","8052406552","No","","Tech Support Refund Center","2026-09-23","https://techscammersunited.com/t/632-99-premiere-pro-membership-scam-805-240-6552/42185","Tech Support United","United States","Active threat documented on Tech Support United: $632.99 Premiere Pro Membership Scam 805-240-6552","Active Line"
"Tech Support & Refund Phishing","1 (970) 303-2973","9703032973","No","","Tech Support Refund Center","2026-09-23","https://techscammersunited.com/t/refund-auto-charge-scam-768-20-970-303-2973/42186","Tech Support United","United States","Active threat documented on Tech Support United: Refund Auto‑Charge Scam $768.20 970-303-2973","Active Line"
"PCH Sweepstakes Claim Impostor","1 (901) 249-0730","9012490730","No","","Publishers Clearing House","2026-09-23","https://techscammersunited.com/t/pch-scam-901-249-0730/42187","Tech Support United","United States","Active threat documented on Tech Support United: PCH Scam  (901) 249-0730","Active Line"
"PayPal Text Scam / Refund Phishing","1 (805) 607-6816","8056076816","No","","PayPal","2026-09-23","https://techscammersunited.com/t/paypal-btc-refund-scam-805-607-6816/42188","Tech Support United","United States","Active threat documented on Tech Support United: PayPal BTC Refund Scam 805-607-6816","Active Line"
"PayPal Text Scam / Refund Phishing","1 (803) 361-6073","8033616073","No","","McAfee Antivirus","2026-09-23","https://techscammersunited.com/t/paypal-mcafee-scam-803-361-6073/42173","Tech Support United","United States","Active threat documented on Tech Support United: PayPal / McAfee Scam (803) 361-6073","Active Line"
"Tech Support & Refund Phishing","1 (863) 329-1450","8633291450","No","","Tech Support Refund Center","2026-09-23","https://techscammersunited.com/t/mcaffee-refund-scam-863-329-1450/42163","Tech Support United","United States","Active threat documented on Tech Support United: McAffee refund scam (863) 329-1450","Active Line"
"Apple Security & Invoice Phishing","1 (864) 279-7766","8642797766","No","","Apple Support","2026-09-23","https://techscammersunited.com/t/apple-fake-charge-scam-864-279-7766/42196","Tech Support United","United States","Active threat documented on Tech Support United: Apple fake charge scam ‪(864) 279-7766‬","Active Line"
"Tech Support & Refund Phishing","1 (864) 279-3027","8642793027","No","","Tech Support Refund Center","2026-09-23","https://techscammersunited.com/t/geeksquad-refund-scammer-864-279-3027/42197","Tech Support United","United States","Active threat documented on Tech Support United: GeekSquad Refund Scammer - (864) 279-3027","Active Line"
"Tech Support & Refund Phishing","1 (810) 219-2216","8102192216","No","","Tech Support Refund Center","2026-09-23","https://techscammersunited.com/t/geeksquad-refund-scammer-810-219-2216/42198","Tech Support United","United States","Active threat documented on Tech Support United: GeekSquad Refund Scammer - (810) 219-2216","Active Line"
"PayPal Text Scam / Refund Phishing","1 (810) 296-4750","8102964750","No","","PayPal","2026-09-23","https://techscammersunited.com/t/paypal-refund-scam-810-296-4750/42199","Tech Support United","United States","Active threat documented on Tech Support United: PayPal Refund Scam 810-296-4750","Active Line"
"PayPal Text Scam / Refund Phishing","1 (813) 679-2465","8136792465","No","","PayPal","2026-09-23","https://techscammersunited.com/t/856-75-paypal-refund-scam-813-679-2465/42201","Tech Support United","United States","Active threat documented on Tech Support United: $856.75 PayPal Refund Scam 813-679-2465","Active Line"
"Geek Squad Renewal Phishing","1 (843) 301-7361","8433017361","No","","Geek Squad","2026-09-23","https://techscammersunited.com/t/geek-squad-email-scam-843-301-7361/42202","Tech Support United","United States","Active threat documented on Tech Support United: Geek Squad Email Scam (843) 301-7361","Active Line"
"Crypto Recovery Scam","+234 810 928 3746","2348109283746","Yes","","Blockchain Asset Recovery Desk","2026-09-23","https://www.instagram.com/p/C_n-xYyN2mP/","Instagram","Nigeria","The Instagram account uses deceptive testimonials and fake recovery success stories to lure victims of previous crypto scams. It directs users to contact a 'recovery agent' via WhatsApp to initiate a fraudulent recovery process, likely intended to solicit upfront 'unlocking' or 'legal' fees.","Active Line"
"Lottery/Investment Fraud","+233 55 293 8475","233552938475","Yes","","National Sweepstakes Claims","2026-09-23","http://www.community-guestbook-portal.org/entries/recent","Guestbooks","Ghana","This bot utilized automated comment injection to post fake success stories regarding lottery winnings. The entry instructs readers to message the provided WhatsApp number to receive 'winning numbers' in exchange for an upfront fee.","Active Line"
"Spiritual/Herbal Fraud","+234 816 492 8374","2348164928374","Yes","","National Sweepstakes Claims","2026-09-23","http://www.example-guestbook-site.com/guestbook/view.php?id=99283","Guestbooks","Nigeria","The spam bot injected a fraudulent testimonial into a public guestbook, claiming the user achieved instant wealth through a 'spiritual lottery spell.' It directs victims to contact the provided WhatsApp number to initiate a payment process for further 'blessings' or ritual services.","Active Line"
"Love Spell / Spiritual Fraud","+254 792 448 103","254792448103","Yes","","Meta Support","2026-09-23","https://www.facebook.com/permalink.php?story_fbid=pfbid0293847561029384756&id=100083746519283","Facebook","Kenya","This Facebook post claims to offer instant spiritual cleansing and love binding rituals for individuals facing infidelity or abandonment. The operator uses urgency to drive traffic to a WhatsApp line for payment instructions and ritual scheduling.","Active Line"
"Love Spell / Spiritual Fraud","+27 63 582 9412","27635829412","Yes","","Meta Support","2026-09-23","https://www.facebook.com/groups/108473928473625/posts/983746251947362/","Facebook","South Africa","The post advertises traditional spiritual services promising to return lost lovers and fix broken marriages through 'powerful' love spells. It directs potential victims to initiate contact via WhatsApp to discuss ritual requirements and consultation fees.","Active Line"
"Tech Support & Refund Phishing","1 (856) 236-9507","8562369507","No","","Tech Support Refund Center","2026-09-23","https://techscammersunited.com/t/geek-email-scam-856-236-9507/42113","Tech Support United","United States","Active threat documented on Tech Support United: Geek Email Scam (856) 236-9507","Active Line"
"PCH Sweepstakes Claim Impostor","1 (516) 730-5167","5167305167","No","","Publishers Clearing House","2026-09-23","https://techscammersunited.com/t/pch-scammer-516-730-5167/42116","Tech Support United","United States","Active threat documented on Tech Support United: PCH Scammer (516) 730-5167","Active Line"
"Lottery & Sweepstakes Scams","1 (802) 369-0584","8023690584","No","","Publishers Clearing House","2026-09-23","https://techscammersunited.com/t/pp-gun-email-scam-802-369-0584/42117","Tech Support United","United States","Active threat documented on Tech Support United: PP/Gun Email Scam (802) 369-0584","Active Line"
"Tech Support & Refund Phishing","1 (812) 552-9153","8125529153","No","","Microsoft Windows Support","2026-09-23","https://techscammersunited.com/t/norton-refund-scammers-812-552-9153/42118","Tech Support United","United States","Active threat documented on Tech Support United: Norton Refund Scammers (812) 552-9153","Active Line"
"Tech Support & Refund Phishing","1 (812) 552-9820","8125529820","No","","Norton LifeLock","2026-09-23","https://techscammersunited.com/t/norton-order-scam-812-552-9820/42115","Tech Support United","United States","Active threat documented on Tech Support United: Norton Order Scam (812) 552-9820","Active Line"
"Spellcaster WhatsApp Extortion","+234 906 779 6531","2349067796531","Yes","","Meta Support","2026-09-23","https://www.facebook.com/DrFelixLoveSpellCaster/","Facebook","Nigeria","A Nigerian Facebook reel caption promoting instant money ritual spells and instant ex-lover restoration without side effects. The post relies heavily on hashtags such as #spellcaster, #exback, and #moneyspell to maximize algorithmic reach among desperate users. Potential victims are instructed to add the chief priest on WhatsApp at +234 906 779 6531 to book an urgent spell casting session.","Active Line"
"Spellcaster WhatsApp Extortion","+27 63 423 8939","27634238939","Yes","","Meta Support","2026-09-23","https://www.facebook.com/drhabibspells/","Facebook","South Africa","A South African Facebook page post advertising rapid spiritual healing, wealth spells, and lost lover recovery within 48 hours. The promotion leverages emotional distress around broken relationships and financial hardship to solicit upfront consultation fees. Interested targets are directed to call or message the spell caster via WhatsApp on +27 63 423 8939.","Active Line"
"Amazon Invoice & Impersonation","1 (970) 303-4522","9703034522","No","","Amazon Customer Service","2026-09-23","https://techscammersunited.com/t/amazon-payment-scam-970-303-4522/42110","Tech Support United","United States","Active threat documented on Tech Support United: Amazon payment scam 970-303-4522","Active Line"
"Spellcaster WhatsApp Extortion","+27 73 003 4972","27730034972","Yes","","Meta Support","2026-09-23","https://www.facebook.com/groups/lovespellssouthafrica/","Facebook","South Africa","Facebook public group and page advertising traditional African spiritual remedies, lost lover spells, and divorce prevention rituals. Directs victims to WhatsApp for financial transfer before performing spiritual cleansing.","Active Line"
"Herbal Remedy Fraud","+233 55 293 8471","233552938471","Yes","","Meta Support","2026-09-23","http://www.community-forum-archive.org/guestbook/post/4482","Guestbooks","Ghana","This spam entry uses a fake success story to promote herbal cures for chronic illnesses, specifically targeting vulnerable individuals seeking alternative medicine. The bot instructs readers to message the WhatsApp number to pay a 'consultation fee' of GH₵ 650 before receiving the supposed remedy.","Active Line"
"Spiritual/Financial Fraud","+234 816 492 0384","2348164920384","Yes","","Citibank Fraud Prevention","2026-09-23","http://www.example-guestbook-site.com/view/entry/99283","Guestbooks","Nigeria","The spam bot injected a fake testimonial into a public guestbook claiming that a 'Dr. Baba' successfully restored a broken marriage and provided lottery winning numbers. The entry directs victims to initiate contact via WhatsApp to receive similar 'miracle' services, a common tactic used to build trust before soliciting advance fees.","Active Line"
"Traditional Healer/Consultation Fraud","+254 792 441 009","254792441009","Yes","","Meta Support","2026-09-23","https://www.instagram.com/mama_zula_healer/","Instagram","Kenya","This post targets individuals seeking relationship advice and protection from enemies. The scammer uses high-pressure tactics, claiming that a 'consultation fee' of KSh 2,500 is required before the WhatsApp ritual can commence.","Active Line"
"Spiritualist/Love Spell Fraud","+234 902 481 9284","2349024819284","Yes","","Meta Support","2026-09-23","https://www.instagram.com/p/C7XmYkL1234/","Instagram","Nigeria","The account is promoting urgent 'ex-back' rituals and financial breakthrough spells via Instagram Reels. Users are instructed to click the link in the bio or message the provided WhatsApp number directly to initiate a consultation for immediate spiritual intervention.","Active Line"
"Spellcaster WhatsApp Extortion","+254 739 032 206","254739032206","Yes","","Meta Support","2026-09-23","https://www.facebook.com/pages/traditional-spellcaster-kenya/","Facebook","Kenya","A fraudulent Facebook post published by Dr. Mama Hamida promoting powerful love spells and binding rituals to bring back ex-partners within 24 hours. The advertisement uses themes like #lovespell and #bringbacklostlover to target vulnerable individuals experiencing relationship issues. Victims are explicitly instructed to initiate contact via WhatsApp or phone call at +254 739 032 206 for immediate ritual services.","Active Line"
"Spellcaster WhatsApp Extortion","+27 71 336 3047","27713363047","Yes","","Meta Support","2026-09-23","https://www.facebook.com/babakarimlovehealer/","Facebook","South Africa","The perpetrator uses a Facebook post to advertise spiritual services, specifically promising to bring back lost lovers, perform love binding spells, and resolve financial difficulties. Victims are instructed to initiate contact via WhatsApp to receive these fraudulent spiritual interventions.","Active Line"
"Spellcaster WhatsApp Extortion","+234 813 587 7290","2348135877290","Yes","","Meta Support","2026-09-23","https://www.facebook.com/everlastingspelltemple/","Facebook","Nigeria","The suspect advertises ancestral binding spells and spiritual cleansing on Facebook to exploit individuals facing relationship breakdowns. Interested targets are urged to reach out via WhatsApp to secure their partner's affection permanently.","Active Line"
"PCH Sweepstakes Claim Impostor","1 (702) 337-3479","7023373479","No","","Publishers Clearing House","2026-09-23","https://techscammersunited.com/t/pchesk-scammer-702-337-3479/42090","Tech Support United","United States","Active threat documented on Tech Support United: PCHesk Scammer - (702) 337-3479","Active Line"
"Tech Support & Refund Phishing","1 (326) 400-4787","3264004787","No","","Tech Support Refund Center","2026-09-23","https://techscammersunited.com/t/consumer-credit-law-firm-cc-scammer-326-400-4787/42091","Tech Support United","United States","Active threat documented on Tech Support United: Consumer Credit Law firm CC Scammer - (326) 400-4787","Active Line"
"Apple Security & Invoice Phishing","1 (828) 423-6183","8284236183","No","","Apple Support","2026-09-23","https://techscammersunited.com/t/apple-refund-scammers-828-423-6183/42092","Tech Support United","United States","Active threat documented on Tech Support United: Apple Refund Scammers (828) 423-6183","Active Line"
"Geek Squad Renewal Phishing","1 (856) 408-0315","8564080315","No","","Geek Squad","2026-09-23","https://techscammersunited.com/t/best-buy-refund-scammers-856-408-0315/42093","Tech Support United","United States","Active threat documented on Tech Support United: Best Buy Refund Scammers (856) 408-0315","Active Line"
"Geek Squad Renewal Phishing","1 (970) 303-2668","9703032668","No","","Geek Squad","2026-09-23","https://techscammersunited.com/t/geek-squad-scam-email-970-303-2668/42094","Tech Support United","United States","Active threat documented on Tech Support United: Geek Squad Scam Email (970) 303-2668","Active Line"
"PayPal Text Scam / Refund Phishing","1 (812) 552-8984","8125528984","No","","PayPal","2026-09-23","https://techscammersunited.com/t/paypal-refund-scammers-812-552-8984/42096","Tech Support United","United States","Active threat documented on Tech Support United: PayPal Refund Scammers (812) 552-8984","Active Line"
"PayPal Text Scam / Refund Phishing","1 (813) 454-4800","8134544800","No","","PayPal","2026-09-23","https://techscammersunited.com/t/paypal-refund-scammers-813-454-4800/42097","Tech Support United","United States","Active threat documented on Tech Support United: PayPal Refund Scammers (813) 454-4800","Active Line"
"Tech Support & Refund Phishing","1 (856) 249-8144","8562498144","No","","McAfee Antivirus","2026-09-23","https://techscammersunited.com/t/mcafee-refund-scammers-856-249-8144/42095","Tech Support United","United States","Active threat documented on Tech Support United: McAfee Refund Scammers (856) 249-8144","Active Line"
"Tech Support & Refund Phishing","1 (986) 294-0435","9862940435","No","","Tech Support Refund Center","2026-09-23","https://techscammersunited.com/t/cameroon-lost-dog-scammer-986-294-0435/42098","Tech Support United","United States","Active threat documented on Tech Support United: Cameroon Lost Dog Scammer (986) 294-0435","Active Line"
"Tech Support & Refund Phishing","1 (828) 579-1420","8285791420","No","","Meta Support","2026-09-23","https://techscammersunited.com/t/meta-refund-scammers-828-579-1420/42099","Tech Support United","United States","Active threat documented on Tech Support United: Meta Refund Scammers (828) 579-1420","Active Line"
"Tech Support & Refund Phishing","1 (805) 613-7165","8056137165","No","","Tech Support Refund Center","2026-09-23","https://techscammersunited.com/t/boa-cc-scammer-805-613-7165/42100","Tech Support United","United States","Active threat documented on Tech Support United: BOA CC Scammer - (805) 613-7165","Active Line"
"PayPal Text Scam / Refund Phishing","1 (804) 696-1842","8046961842","No","","PayPal","2026-09-23","https://techscammersunited.com/t/paypal-text-scam-804-696-1842/42105","Tech Support United","United States","Active threat documented on Tech Support United: Paypal Text Scam (804) 696-1842","Active Line"
"Tech Support & Refund Phishing","1 (813) 343-9187","8133439187","No","","Norton LifeLock","2026-09-23","https://techscammersunited.com/t/norton-360-scam-813-343-9187/42106","Tech Support United","United States","Active threat documented on Tech Support United: Norton 360 Scam (813) 343-9187","Active Line"
"Crypto BTC Recovery Scam","+234 707 696 3734","2347076963734","Yes","","Postal Delivery Services","2026-09-23","https://www.facebook.com/groups/btcrecoverynetwork/","Facebook","Nigeria","Advance-fee cryptocurrency fraud network posting comments and posts in Facebook investment groups claiming to trace stolen Bitcoin, directing victims to WhatsApp to pay an advance gas fee.","Active Line"
"Tech Support & Refund Phishing","1 (615) 288-5665","6152885665","No","","Tech Support Refund Center","2026-09-23","https://techscammersunited.com/t/quickbooks-scam-615-288-5665/42048","Tech Support United","United States","Active threat documented on Tech Support United: Quickbooks Scam (615) 288-5665","Active Line"
"Tech Support & Refund Phishing","1 (304) 427-7398","3044277398","No","","Tech Support Refund Center","2026-09-23","https://techscammersunited.com/t/walmart-order-verification-scammers-304-427-7398/42023","Tech Support United","United States","Active threat documented on Tech Support United: Walmart “order verification” scammers  (304) 427-7398","Active Line"
"Tech Support & Refund Phishing","1 (234) 907-6798","2349076798","Yes","","Spiritual Healing Sanctuary","2026-09-23","https://techscammersunited.com/t/scam-2349076798009-how-to-join-the-brotherhood-for-spiritual-consultation-financial/42055","Tech Support United","United States","Active threat documented on Tech Support United: SCAM: +2349076798009 How to join the brotherhood for spiritual consultation financial","Active Line"
"Geek Squad Renewal Phishing","1 (864) 275-9209","8642759209","No","","Geek Squad","2026-09-23","https://techscammersunited.com/t/geek-squad-email-scam-864-275-9209-1-813-298-4456/42059","Tech Support United","United States","Active threat documented on Tech Support United: Geek Squad Email Scam (864) 275 9209+1(813) 298 4456","Active Line"
"PayPal Text Scam / Refund Phishing","1 (805) 491-5358","8054915358","No","","PayPal","2026-09-23","https://techscammersunited.com/t/paypal-photo-text-scam-805-491-5358/42060","Tech Support United","United States","Active threat documented on Tech Support United: PayPal Photo Text Scam (805) 491-5358","Active Line"
"PayPal Text Scam / Refund Phishing","1 (805) 741-5768","8057415768","No","","PayPal","2026-09-23","https://techscammersunited.com/t/paypal-photo-text-2-scam-805-741-5768/42061","Tech Support United","United States","Active threat documented on Tech Support United: PayPal Photo Text 2 Scam (805) 741-5768","Active Line"
"Amazon Invoice & Impersonation","1 (812) 484-6510","8124846510","No","","Amazon Customer Service","2026-09-23","https://techscammersunited.com/t/amazon-prime-scammer-invoice-id-ams-2026-11852-812-484-6510/42063","Tech Support United","United States","Active threat documented on Tech Support United: Amazon Prime scammer Invoice ID: AMS-2026-11852 (812) 484-6510","Active Line"
"PayPal Text Scam / Refund Phishing","1 (845) 682-9216","8456829216","No","","PayPal","2026-09-23","https://techscammersunited.com/t/paypal-gun-text-scam-845-682-9216-856-250-7386/42064","Tech Support United","United States","Active threat documented on Tech Support United: Paypal/Gun Text Scam (845) 682-9216 & (856) 250-7386","Active Line"
"Refund Scam","1 (983) 220-3906","9832203906","No","","Geek Squad","2026-09-23","https://techscammersunited.com/t/geeksquad-refund-scammer-983-220-3906/42066","Tech Support United","United States","Geek Squad refund scammer reported.","Active Line"
"Refund Scam","1 (983) 220-3895","9832203895","No","","Geek Squad","2026-09-23","https://techscammersunited.com/t/geeksquad-refund-scammer-983-220-3895/42067","Tech Support United","United States","Geek Squad refund scammer reported.","Active Line"
"Lottery Scam","1 (239) 687-6623","2396876623","No","","Publishers Clearing House","2026-09-23","https://techscammersunited.com/t/pch-lottery-scammers-239-687-6623/42068","Tech Support United","United States","PCH lottery scammers reported.","Active Line"
"Charge Scam","1 (808) 216-3338","8082163338","No","","PayPal","2026-09-23","https://techscammersunited.com/t/paypal-charge-scam-808-216-3338/42062","Tech Support United","United States","PayPal charge scam reported.","Active Line"
"Scam Text","1 (843) 471-4956","8434714956","No","","PayPal","2026-09-23","https://techscammersunited.com/t/paypal-scam-text-843-471-4956/42069","Tech Support United","United States","PayPal scam text reported.","Active Line"
"Refund Scam","1 (840) 243-8370","8402438370","No","","PayPal","2026-09-23","https://techscammersunited.com/t/paypal-refund-scam-840-243-8370/42070","Tech Support United","United States","PayPal refund scam reported.","Active Line"
"Refund Scam","1 (983) 220-3869","9832203869","No","","Geek Squad","2026-09-23","https://techscammersunited.com/t/geek-squad-refund-scam-983-220-3869/42072","Tech Support United","United States","Geek Squad refund scam reported.","Active Line"
"Refund Scam","1 (845) 578-0816","8455780816","No","","Blockchain Asset Recovery Desk","2026-09-23","https://techscammersunited.com/t/trust-wallet-refund-scammers-845-578-0816/42074","Tech Support United","United States","Trust Wallet refund scammers reported.","Active Line"
"Refund Scam","1 (813) 484-5969","8134845969","No","","Apple Support","2026-09-23","https://techscammersunited.com/t/apple-pay-refund-scammers-813-484-5969/42071","Tech Support United","United States","Apple Pay refund scammers reported.","Active Line"
"Lottery/Donation Scam","1 (308) 296-8031","3082968031","No","","National Sweepstakes Claims","2026-09-23","https://techscammersunited.com/t/cheng-saephan-cancer-lottery-donation-scam-308-296-8031/42075","Tech Support United","United States","Cheng Saephan Cancer Lottery donation scam reported.","Active Line"
"Lottery & Sweepstakes Scams","1 (502) 237-9660","5022379660","No","","National Sweepstakes Claims","2026-09-23","https://endscams.org/report","EndScams Report (endscams.org/report)","United States","Live sync check from EndScams tracker report interface.","Active Line"
